specobjid,plate,mjd,fiberid,obj_class,redshift,snMedian
1077514288626690048,957,52398,102,GALAXY,0.1223059,11.31795
1996310197240358912,1773,53112,326,GALAXY,0.08353487,8.531091
3714416167906025472,3299,54908,263,STAR,0.000599438,7.974615
2200087914006734848,1954,53357,289,GALAXY,0.1486188,11.77252
2650528973141862400,2354,53799,584,GALAXY,0.4621395,5.389763
6175686709956859904,5485,56063,457,STAR,-5.020563e-05,11.50225
1085426103583008768,964,52646,213,GALAXY,0.1135627,7.99686
2600928352852273152,2310,53710,362,STAR,-8.725937e-05,47.73537
716089144811481088,636,52176,61,GALAXY,0.1046828,11.60596
7226256331283650560,6418,56354,839,STAR,-0.0002369149,10.15233
2883531443374417920,2561,54597,370,STAR,-0.000793423,6.884693
2015493664305866752,1790,53876,483,GALAXY,0.1117044,23.38629
2512019095629621248,2231,53816,496,GALAXY,0.1100411,12.82966
453869360365201408,403,51871,479,GALAXY,0.270096,7.83942
1998574653769017344,1775,53847,372,GALAXY,0.1799494,10.75847
6177834879440672768,5487,55982,80,QSO,2.924369,5.704741
9852977262865176576,8751,57685,826,QSO,2.067127,7.630598
2376887186575353856,2111,53467,409,GALAXY,0.1041537,17.09521
1140699103890532352,1013,52707,591,GALAXY,0.02741302,6.532153
2418599651843270656,2148,54526,606,GALAXY,0.1679082,14.01757
12273494948754774016,10901,58397,218,QSO,1.011255,13.09685
8211421230164891648,7293,56741,848,QSO,1.520677,8.27078
2569352852350724096,2282,53683,179,STAR,0.0001973425,5.056174
3096246255462934528,2750,54242,78,GALAXY,0.2077418,11.38829
5697142417888925696,5060,56181,323,GALAXY,0.205701,9.535077
8567138534175299584,7609,56959,604,QSO,1.545468,24.98362
5399836943327713280,4796,55924,76,GALAXY,0.370808,5.656045
2400539056514557952,2132,53493,438,GALAXY,0.1008781,16.48273
895222682109372416,795,52378,481,GALAXY,0.08587172,11.66999
1121519771704125440,996,52641,449,GALAXY,0.16255,12.62416
1619070230678497280,1438,53054,95,GALAXY,0.05560801,5.77862
387477271880951808,344,51693,610,GALAXY,0.07954451,13.95647
6621540598745946112,5881,56038,448,GALAXY,0.2697551,11.34024
472880741043169280,420,51871,10,GALAXY,0.1355736,8.833808
6416649904018708480,5699,55953,532,STAR,-0.0001376431,14.05468
2435374064320145408,2163,53823,191,STAR,-0.001162153,32.08768
8560387807675439104,7603,56960,621,QSO,1.630956,6.770193
962769254766110720,855,52375,454,GALAXY,0.07892282,35.72173
2453391207112402944,2179,53555,201,STAR,-9.080018e-05,51.63006
1683389185156737024,1495,52944,614,GALAXY,0.0642146,7.958952
773635665001736192,687,52518,518,GALAXY,0.1107833,15.95048
8207849747090003968,7290,57073,143,QSO,1.000489,5.825014
3836005937198505984,3407,54971,236,STAR,-0.000530488,22.62326
1134940411740055552,1008,52707,121,GALAXY,0.1567869,11.25456
4911317328426457088,4362,55828,516,GALAXY,0.1552021,14.84971
9218987857519335424,8188,57348,434,QSO,1.083944,5.166517
1136127608363182080,1009,52644,344,GALAXY,0.06946007,17.74455
3672750449246707712,3262,54884,236,STAR,-0.0001856892,7.219385
3700951549065928704,3287,54941,431,STAR,-0.000162683,41.58878
7318450659287914496,6500,56541,368,GALAXY,0.3438673,5.437076
3892260800584327168,3457,54984,90,STAR,-0.0002594711,52.99376
614785641472878592,546,52205,161,STAR,-0.0003222073,24.20751
2561463307101825024,2275,53709,149,GALAXY,0.08746264,28.59414
2438720984576976896,2166,54232,79,GALAXY,0.06889231,15.99385
6416552597239650304,5699,55953,178,STAR,-2.598526e-06,9.60494
1265589059749701632,1124,52914,282,STAR,8.819136e-05,9.495032
2464677986784274432,2189,54624,302,STAR,-0.0002793822,14.69883
1638289694519224320,1455,53089,383,GALAXY,0.1910782,9.125672
2364478927105189888,2100,53713,324,GALAXY,0.04155977,43.6783
1618079020811839488,1437,53046,585,GALAXY,0.09455683,31.9258
716157589410310144,636,52176,310,GALAXY,0.2614686,10.06107
4853991535531022336,4311,55506,862,GALAXY,0.364771,6.726426
5402290499297236992,4798,55672,810,QSO,3.244052,5.251476
5663461896940181504,5030,55830,674,GALAXY,0.1439148,18.0578
5993230725008349184,5323,55957,238,QSO,0.732195,13.52667
2883536940932556800,2561,54597,390,STAR,-0.0003404396,26.1372
3609775645351059456,3206,54852,511,STAR,3.601175e-05,59.52556
2497370851968575488,2218,53816,454,GALAXY,0.1749904,12.49048
3132413321941116928,2782,54592,581,GALAXY,0.07954185,16.60832
3547747795576397824,3151,54804,135,STAR,0.0001832327,48.449
6913083256209692672,6140,56189,210,GALAXY,0.2364768,13.26786
1529138149979088896,1358,52994,604,GALAXY,0.1860951,15.09729
2389315528188520448,2122,54178,567,GALAXY,0.3426962,6.382648
1997452325798569984,1774,53759,385,GALAXY,0.1528729,24.34617
7485166855977719808,6648,56383,670,STAR,0.0005718259,36.54702
7229562561406195712,6421,56274,579,QSO,2.07919,6.638515
9840425782543144960,8740,57367,220,STAR,8.184111e-05,14.80566
2081917910015567872,1849,53846,469,GALAXY,0.1788446,9.204065
645290219209254912,573,52325,544,GALAXY,0.1607286,18.82351
1183468452933822464,1051,52468,537,GALAXY,0.06204562,29.88161
2237320957981124608,1987,53765,574,GALAXY,0.0897176,9.734061
579964655393335296,515,52051,459,GALAXY,0.06811102,26.54057
2397180610981423104,2129,54252,508,GALAXY,0.1917075,10.62212
6899740958273067008,6128,56236,823,QSO,0.8354151,7.141469
1516621306739582976,1347,52823,124,GALAXY,0.3545159,5.101386
6086646332382271488,5406,55955,114,GALAXY,0.2771707,8.228322
6047240385750915072,5371,55976,116,GALAXY,0.3807487,5.065218
1194632347148904448,1061,52641,191,GALAXY,0.181278,6.906117
3091733034941048832,2746,54232,43,GALAXY,0.1540817,14.00846
1846549852427675648,1640,53758,269,STAR,-1.249356e-05,5.336545
2449978059684603904,2176,54243,72,STAR,-0.0001777345,42.72742
2225930012651972608,1977,53475,94,GALAXY,0.06169551,14.13152
1585432592679725056,1408,52822,602,GALAXY,0.1432105,10.86646
4985518976195123200,4428,56189,124,GALAXY,0.2280188,10.32356
2443371912773003264,2170,53875,615,GALAXY,0.06121485,35.61322
1382698589859375104,1228,52728,340,GALAXY,0.05894923,23.12317
3581603958558400512,3181,54860,423,STAR,0.0002218554,18.54793
7330957604037089280,6511,56540,812,GALAXY,0.02846033,9.750927
5659019320627582976,5026,55855,896,GALAXY,0.3690021,6.190702
5459696555719415808,4849,55945,756,GALAXY,0.3531923,5.747801
9859752465981003776,8757,58428,898,QSO,0.681873,8.334807
7270055101695547392,6457,56330,434,GALAXY,0.2848137,8.501457
2918357642520848384,2592,54178,91,GALAXY,0.03298659,23.80785
2380179955414755328,2114,53848,100,GALAXY,0.06242836,11.81971
5576817905411315712,4953,55749,857,GALAXY,0.2551965,9.402379
3664947215241158656,3255,54885,520,STAR,-3.571338e-05,8.779617
2216923361609541632,1969,53383,96,GALAXY,0.1142439,13.57306
3579360404578607104,3179,54830,453,STAR,0.000131374,23.49629
5982170737812985856,5313,55973,962,GALAXY,0.3888043,5.468256
9194332130242746368,8166,57130,849,QSO,1.723763,6.050901
1532439709408585728,1361,53047,327,GALAXY,0.08703738,18.41141
4520602569538820096,4015,55624,416,GALAXY,0.4500646,6.85125
1695686124191639552,1506,53003,294,GALAXY,0.161725,6.099522
2172001164218886144,1929,53349,510,GALAXY,0.03938418,12.59257
8621172389726935040,7657,57309,570,QSO,1.534325,9.420139
1917515357229180928,1703,53799,392,GALAXY,0.1924059,12.26443
7924228790137673728,7038,56571,528,GALAXY,0.3014487,7.549726
2188878118553413632,1944,53385,468,GALAXY,0.07450505,27.50344
8857665515977725952,7867,57003,767,QSO,0.9142438,9.426533
2683057749788485632,2383,53800,139,STAR,1.719869e-05,30.39126
9447490565761685504,8391,57511,234,GALAXY,0.242642,8.12888
846799363257690112,752,52251,446,GALAXY,0.05641606,30.55093
8320463378230564864,7390,57130,229,QSO,0.9881118,12.49272
1375955010755520512,1222,52763,383,GALAXY,0.08620754,11.71572
3587254073818193920,3186,54853,498,QSO,0.1560715,23.1137
5183710891447965696,4604,55983,246,STAR,0.0001278195,53.03338
877206083972655104,779,52342,473,GALAXY,0.1085836,14.64299
2245139311630510080,1994,53845,345,GALAXY,0.130492,10.12707
820828352494462976,729,52468,172,GALAXY,0.1361586,22.37503
5795192736199235584,5147,55854,676,GALAXY,0.1347016,23.72481
3179617277918078976,2824,54452,276,STAR,-9.638494e-05,38.78013
3207821675349436416,2849,54454,483,STAR,1.773749e-05,20.46028
2630160243899787264,2336,53712,211,STAR,-4.259648e-05,56.39162
2933141406123845632,2605,54484,626,GALAXY,0.1960313,6.447341
2823832622797449216,2508,53875,275,GALAXY,0.1044752,9.872868
1032595390374897664,917,52400,528,GALAXY,0.1259013,8.141612
1910679407538759680,1697,53142,99,GALAXY,0.1505703,13.4697
12284747348387846144,10911,58256,194,QSO,1.471228,5.673583
1504334538103351296,1336,52759,481,GALAXY,0.1317953,11.26028
6507732353137530880,5780,56274,112,GALAXY,0.3639972,5.793524
1353432887923337216,1202,52672,368,STAR,-0.0003137956,20.44133
3720040720208338944,3304,54942,245,STAR,0.0002768609,19.72647
6736353256749160448,5983,56310,342,STAR,0.0002783017,9.969693
9252797842942351360,8218,57519,554,STAR,-0.0002003877,7.431845
3342936813210724352,2969,54586,509,STAR,-0.0005161162,26.33651
800690242813192192,711,52202,638,GALAXY,0.1639564,7.457957
2292455413448206336,2036,53446,448,GALAXY,0.108484,24.39613
8625604520712624128,7661,57286,310,QSO,1.991618,7.555305
453792669429164032,403,51871,200,GALAXY,0.04481218,19.99165
4951734003453679616,4398,55946,95,STAR,9.768151e-05,22.76362
948060537982314496,842,52376,192,GALAXY,0.1128258,8.763937
8363427888742291456,7428,56781,885,QSO,1.59891,7.089638
8737117003322775552,7760,58080,486,STAR,-0.0002608458,6.884199
697023336294672384,619,52056,332,GALAXY,0.1065399,15.60455
2131348369203816448,1893,53239,72,STAR,-0.0006661879,11.02957
1402876031978727424,1246,54478,17,STAR,9.499704e-05,6.197257
2153889183582676992,1913,53321,155,STAR,-0.0005124044,16.82751
862613638932883456,766,52247,634,GALAXY,0.06741376,24.25356
7478238283673393152,6642,56396,40,GALAXY,0.3250404,6.229783
519136646122203136,461,51910,352,GALAXY,0.1085467,11.99364
396475400181540864,352,51694,577,GALAXY,0.2916558,6.941035
9930700086605797376,8820,57449,956,QSO,0.9482809,6.72575
6119416727145306112,5435,55982,548,GALAXY,0.08033233,39.11751
652003012792838144,579,52338,389,GALAXY,0.02560085,11.14484
958233219562498048,851,52376,336,GALAXY,0.09976996,15.36532
8029035887747946496,7131,56570,886,GALAXY,0.361513,5.872187
7477282258094938112,6641,56383,658,GALAXY,0.3693039,12.77192
2257517057522296832,2005,53472,319,GALAXY,0.1471804,15.01643
3136832258300733440,2786,54540,273,GALAXY,0.156304,15.79844
497748945468942336,442,51882,368,GALAXY,0.1069531,10.5641
2196777010154465280,1951,53389,532,GALAXY,0.07749879,10.49312
5505764989989050368,4890,55741,416,GALAXY,0.4018941,5.195691
6624870469844883456,5884,56046,274,QSO,2.501895,8.163472
2587370000545245184,2298,53737,189,GALAXY,0.1974432,12.13989
674453390612260864,599,52317,143,GALAXY,0.1326305,14.92552
2704464422855796736,2402,54176,192,STAR,4.56318e-05,13.22
4344964376752838656,3859,55246,424,STAR,-4.418421e-05,5.672127
8561493641276971008,7604,56947,548,GALAXY,0.03843641,44.51556
587861897206851584,522,52024,517,GALAXY,0.09778173,16.28989
3110879660162967552,2763,54507,66,GALAXY,0.1813787,17.32196
2045827265551427584,1817,53851,244,GALAXY,0.08014763,20.168
2326227736101677056,2066,53349,431,STAR,-0.0003124488,12.08728
7983758275270432768,7091,56658,7,GALAXY,0.4138132,5.862774
1520091914571900928,1350,52786,462,GALAXY,0.1812627,11.60638
6796165036392077312,6036,56093,848,STAR,-0.0002589631,37.63042
3675073442522177536,3264,54889,495,STAR,-7.933388e-05,49.6206
2479307246119446528,2202,53566,275,QSO,1.218253,5.625657
5683609904272922624,5048,56218,244,STAR,-0.0007857863,15.43477
579838761311954944,515,52051,1,GALAXY,0.1308964,12.98039
6177993209115072512,5487,55982,656,GALAXY,0.3776028,8.828475
1462548976652806144,1299,52972,18,GALAXY,0.1511907,12.98211
5078051665195849728,4510,55559,884,STAR,-0.0001619799,41.96576
1118101116333090816,993,52710,300,GALAXY,0.252389,7.216144
8253061108942002176,7330,56684,781,STAR,-4.437241e-05,65.26447
1142831607145588736,1015,52734,157,GALAXY,0.06298561,25.67732
575336820766697472,511,52636,7,STAR,0.0007190788,37.09574
1241889635680937984,1103,52873,80,GALAXY,0.1717837,6.212824
3703207471528124416,3289,54910,446,STAR,-0.0002007832,31.94044
1017941923714852864,904,52381,467,QSO,0.1824648,13.02651
466188838365063168,414,51869,241,GALAXY,0.07186051,15.14594
4459952409142384640,3961,55654,956,STAR,-0.0002970412,18.72958
8389351623441537024,7451,56739,987,STAR,0.0002562156,28.24229
2072900534322358272,1841,53491,432,GALAXY,0.1500378,10.79478
5342469098977908736,4745,55892,269,GALAXY,0.3573284,5.221466
8196794976199530496,7280,56709,886,STAR,-2.031271e-06,12.7369
1731715194981214208,1538,52937,295,GALAXY,0.1851684,9.221236
7533623708306659328,6691,56413,827,STAR,-0.0005508674,28.722
1460332635938121728,1297,52963,147,GALAXY,0.3127285,9.868833
6739656464858896384,5986,56328,71,STAR,-0.0006653289,23.9892
3708869956545388544,3294,54918,566,STAR,0.0001289107,40.31478
2717979075900631040,2414,54526,206,STAR,-0.0001676428,27.40729
1453612691972188160,1291,52738,276,GALAXY,0.0936735,27.56731
6002292625285339136,5331,55976,437,QSO,2.372687,11.64083
2599703509163075584,2309,54441,2,STAR,-0.0002175132,22.80832
3508344872048369664,3116,54792,148,STAR,-0.0006864911,51.5221
3284425751679494144,2917,54556,639,STAR,-0.0002635739,31.06864
2996093944724482048,2661,54505,270,STAR,-0.0007541662,32.36494
7252162474669266944,6441,56364,877,GALAXY,0.2177781,18.74739
1823998583645431808,1620,53137,148,GALAXY,0.1033328,19.71253
7229595821632935936,6421,56274,700,GALAXY,0.3076253,11.34476
690296529004554240,613,52345,436,QSO,1.822167,9.085739
6523578514851256320,5794,56282,416,GALAXY,0.3174682,5.146988
8351991599866337280,7418,57165,240,STAR,0.0001838149,6.461641
12282605225261684736,10909,58280,593,QSO,0.9087339,7.24163
2832864567204276224,2516,54241,365,GALAXY,0.1135923,13.65517
3224680762234136576,2864,54467,376,STAR,0.0001220176,35.27245
919933106482341888,817,52381,265,QSO,0.1398314,14.23444
3016430784371255296,2679,54368,527,STAR,0.0001297382,55.17566
1196989699239995392,1063,52591,575,STAR,0.0001116963,11.08786
1644995615484045312,1461,53062,203,GALAXY,0.2004581,8.147022
2391421635866421248,2124,53770,37,GALAXY,0.05310845,17.33328
2797871509048158208,2485,54176,37,GALAXY,0.05952416,5.397288
6165647892625512448,5476,55986,800,GALAXY,0.2679708,10.73736
2180918479052367872,1937,53388,183,GALAXY,0.1772817,9.863128
1595560749390915584,1417,53141,584,GALAXY,0.03107369,10.30926
2264227102561691648,2011,53499,154,GALAXY,0.1652531,18.12024
1462605876379543552,1299,52972,225,GALAXY,0.09459495,16.70595
2841901733637023744,2524,54568,474,GALAXY,0.1047752,14.4074
1988343691713996800,1766,53468,16,GALAXY,0.1048898,6.364425
7663043648700045312,6806,56419,614,STAR,3.106342e-05,11.27034
1942195552817014784,1725,54266,66,GALAXY,0.1346212,21.40206
2371270335568832512,2106,53714,455,GALAXY,0.06914354,16.21675
1458074513446037504,1295,52934,124,GALAXY,0.05244206,43.47836
4609661359722092544,4094,55481,826,STAR,-0.0001443448,16.41208
9082790267858475008,8067,58253,566,QSO,0.6297276,19.35913
2280119167610808320,2025,53431,625,GALAXY,0.2697282,6.010727
2875552007010150400,2554,54263,13,STAR,-8.320648e-05,28.19711
9445290717486536704,8389,57488,423,STAR,2.334085e-05,22.82362
556271826800502784,494,51915,281,GALAXY,0.08876951,29.90584
7455727431842027520,6622,56365,66,GALAXY,0.3874187,8.345994
6796200770519980032,6036,56093,978,STAR,-0.0004516729,18.0817
3033230494574602240,2694,54199,204,STAR,0.0001422908,14.21645
1941169976517879808,1724,53859,431,GALAXY,0.1488476,8.038391
3719007454290354176,3303,54950,582,STAR,-0.0003659188,21.14714
640711302011971584,569,52264,270,STAR,0.0002161794,6.913542
832153598010877952,739,52520,413,GALAXY,0.115008,15.67599
3634506135945453568,3228,54863,368,STAR,-0.0003313948,49.28721
8256326933387958272,7333,56686,374,STAR,-9.074089e-05,26.46952
3325951007409596416,2954,54561,155,GALAXY,0.09520408,11.51319
2880126797951821824,2558,54140,272,STAR,0.0005167337,57.67336
3727935763468361728,3311,54943,295,STAR,5.960776e-05,34.05447
2430831990258296832,2159,54328,51,GALAXY,0.06098671,9.03223
6927683670695499776,6153,56164,78,GALAXY,0.3123913,9.062102
690266842190604288,613,52345,328,GALAXY,0.1484652,12.45275
3342833733995620352,2969,54586,134,GALAXY,0.1630388,13.67565
6454857393763538944,5733,56575,266,GALAXY,0.3314767,8.567122
3552295925844123648,3155,54829,297,STAR,0.0006380691,11.86885
4367562639204964352,3879,55244,716,STAR,-0.0004163361,9.216683
5050887131406555136,4486,55588,364,GALAXY,0.3034762,6.090655
2510892645681752064,2230,53799,494,GALAXY,0.1082373,8.816792
2219240308980344832,1971,53472,333,GALAXY,0.1732446,11.34233
1347802838566201344,1197,52668,366,GALAXY,0.06491354,24.73981
3117708177462814720,2769,54527,332,STAR,1.397589e-05,36.07558
4848266929549629440,4306,55584,516,STAR,-5.226942e-05,17.76858
578795598698801152,514,51994,302,GALAXY,0.06052059,22.82745
2168643255170787328,1926,53317,582,GALAXY,0.1434129,8.495938
3726899748234436608,3310,54919,622,STAR,4.887535e-05,20.99368
2669642058024642560,2371,53762,485,GALAXY,0.1606205,15.10222
5372953329742927872,4772,55654,578,QSO,2.302018,8.701606
3028785719020644352,2690,54211,418,STAR,0.0008672376,32.10416
12523531590029301760,11123,58429,534,QSO,1.470359,6.1395
1773409234990426112,1575,53493,425,GALAXY,0.1447565,12.28113
7524545315724351488,6683,56416,568,QSO,2.251177,5.110559
2852024937479170048,2533,54585,438,GALAXY,0.05115772,29.66621
5852650464567646208,5198,55823,810,GALAXY,0.3483278,6.826389
1574108178105264128,1398,53146,364,GALAXY,0.1445696,13.4053
1771174748005361664,1573,53226,488,GALAXY,0.06403077,6.672834
951446209246029824,845,52381,221,GALAXY,0.06966159,7.544756
2484987323054319616,2207,53558,459,GALAXY,0.1428629,6.690967
797275434122242048,708,52175,503,GALAXY,0.1076755,9.132732
9244922314419886080,8211,57423,575,QSO,0.9492823,8.285723
4703108581561751552,4177,55688,817,STAR,-0.0003059897,39.50001
701476633181186048,623,52051,149,GALAXY,0.051173,22.96421
7685585561718118400,6826,56449,701,GALAXY,0.2974443,8.008832
8214812129142003712,7296,57046,896,QSO,2.276717,6.928674
4351763207339399168,3865,55272,582,STAR,-0.0005112816,28.32497
6764665677523736576,6008,56093,942,GALAXY,0.1301696,24.84452
10317912907535636480,9164,58045,604,QSO,2.069859,5.378087
757890102763481088,673,52162,580,STAR,-1.396322e-05,10.97976
10798775797382666240,9591,58084,981,QSO,1.514713,13.29379
2774272142836000768,2464,54272,199,STAR,-0.0004031002,14.22268
3715485443064700928,3300,54914,57,STAR,3.456753e-05,5.502541
6988475120097712128,6207,56239,52,STAR,-0.0005878299,7.59237
5996643060100126720,5326,56002,364,GALAXY,0.2935543,6.824286
8004045089436620800,7109,56658,82,QSO,0.7528144,13.04402
1033718541569779712,918,52404,518,GALAXY,0.1321466,19.78926
2931985819403053056,2604,54484,518,GALAXY,0.06352739,14.65108
1097792032040052736,975,52411,144,GALAXY,0.1549381,11.10975
7107850200744744960,6313,56460,160,GALAXY,0.07271209,33.109
1880387336110368768,1670,54553,489,GALAXY,0.1536791,15.09866
1567397578327222272,1392,52822,527,GALAXY,0.1683052,5.888284
1164275658625411072,1034,52813,346,GALAXY,0.3397788,7.036162
5973135226318379008,5305,55984,859,STAR,0.0003742452,28.10372
2473717878575097856,2197,53555,421,GALAXY,0.1350779,13.86888
7268825298090874880,6456,56339,56,QSO,2.140918,15.37705
2067319431352051712,1836,54567,608,GALAXY,0.08067199,25.29652
1178955786781485056,1047,52733,504,STAR,-0.0002013999,36.94732
1985068246490966016,1763,53463,388,GALAXY,0.1145896,9.867228
2860934003576301568,2541,54481,81,STAR,-0.0002939607,27.06862
3506206046735671296,3114,54773,559,STAR,0.0001222983,74.31328
2150529350926100480,1910,53321,220,STAR,-0.000368332,23.71449
3240439237727774720,2878,54465,361,GALAXY,0.5126581,6.585767
3552308295349936128,3155,54829,342,STAR,0.0005652747,23.42318
2553635058736982016,2268,53682,342,GALAXY,0.1790612,21.89246
1765525731183454208,1568,53169,417,GALAXY,0.1776966,6.703261
8057165250003490816,7156,56959,820,GALAXY,0.1695551,17.35955
3348430248281663488,2974,54592,14,GALAXY,0.1053455,13.86974
5049907470706956288,4485,55836,896,GALAXY,0.0002029861,10.85036
3785334118661857280,3362,54939,213,STAR,3.680176e-05,42.43848
2401580850895415296,2133,53917,132,GALAXY,0.1627089,11.60775
8193205071389153280,7277,56748,114,STAR,-0.0001347151,8.959081
6970593212890372096,6191,56248,534,STAR,6.529249e-05,11.76355
1839827155756804096,1634,53299,388,GALAXY,0.2923882,5.945483
2785646870402197504,2474,54564,620,STAR,-0.0007009622,24.81043
3715595669105385472,3300,54914,458,STAR,6.562834e-05,19.74265
1480582613579098112,1315,52791,88,GALAXY,0.05154071,21.34577
2597547354596861952,2307,53710,350,STAR,4.122187e-05,32.24667
1768833062243690496,1571,53174,161,GALAXY,0.09358713,11.63995
2063925513734350848,1833,54561,549,GALAXY,0.07982908,17.82704
993182570940229632,882,52370,505,GALAXY,0.06243655,12.43912
13101062167700199424,11636,58462,330,QSO,2.646823,8.423332
969402607460182016,861,52318,10,GALAXY,0.1210745,17.61283
6532729200826406912,5802,56309,938,GALAXY,0.2721401,12.86845
12493041034018969600,11096,58485,202,QSO,2.116824,6.767364
1116901273161984000,992,52644,31,QSO,0.9755217,5.60428
10308913954517440512,9156,58039,634,QSO,1.362677,5.125443
3528600350368047104,3134,54806,109,STAR,-3.352641e-05,57.08218
3697606284367994880,3284,54907,549,STAR,4.930636e-05,62.60354
6169992338196420608,5480,56001,221,STAR,0.0006057742,6.420018
4817848664214231040,4279,55508,447,GALAXY,0.1181023,23.12304
4732361359253329920,4203,55447,742,GALAXY,0.3117744,5.029809
3244947785711118336,2882,54498,379,QSO,0.2015536,12.95657
2166232851022899200,1924,53330,5,GALAXY,0.1152406,13.13842
2638129779441690624,2343,53735,532,GALAXY,0.1134395,12.93169
3145929617458620416,2794,54537,601,STAR,-0.000200592,27.79041
1232924211962472448,1095,52521,232,STAR,-5.898189e-05,33.32121
1577515564606187520,1401,53144,472,GALAXY,0.1506135,12.97053
2684207838330382336,2384,53763,227,STAR,4.095696e-05,45.42086
327717719342344192,291,51928,294,GALAXY,0.2361294,11.00762
735368805806532608,653,52145,568,GALAXY,0.3294768,5.484228
3136852324387940352,2786,54540,346,GALAXY,0.06501333,12.87949
682341287835232256,606,52365,167,GALAXY,0.07386032,28.98078
1846524013904422912,1640,53758,175,STAR,0.004153254,12.9684
1516588871146563584,1347,52823,6,GALAXY,0.06716737,23.18215
1480623845265139712,1315,52791,238,GALAXY,0.08275148,25.27731
3146949964685404160,2795,54563,217,GALAXY,0.1592582,16.88526
7508707950187534336,6669,56413,296,GALAXY,0.3632615,6.663299
4867372048627030016,4323,55884,388,STAR,-0.0001219903,5.762447
3182921309856229376,2827,54422,8,STAR,0.000316844,16.62932
3723384060660260864,3307,54970,120,STAR,0.0001596627,17.58189
2722446104485455872,2418,53794,73,GALAXY,0.03481064,43.12123
8325123933159577600,7394,57131,800,STAR,0.0001107983,15.19407
5844595446442645504,5191,56065,178,GALAXY,0.3673944,7.27731
3508362189356507136,3116,54792,211,STAR,-1.64963e-05,38.74767
1048337376901883904,931,52619,453,GALAXY,0.08968937,11.87918
3286551931970938880,2919,54537,182,STAR,-7.10586e-05,8.337789
887328187950852096,788,52338,433,GALAXY,0.1233312,16.5907
4251581754073438208,3776,55209,668,STAR,-0.0003543213,6.102718
3233587357282232320,2872,54533,10,STAR,-3.343838e-05,25.3485
4802160557380884480,4265,55505,718,GALAXY,0.2566782,17.67077
6119506887098783744,5435,55982,876,GALAXY,0.4038646,8.710131
2899197276457035776,2575,54085,18,STAR,-3.952617e-05,8.520689
8616695728084113408,7653,57306,668,STAR,-0.0003261197,12.49929
1020124454077884416,906,52368,215,GALAXY,0.3045315,6.32869
7212730413714003968,6406,56330,784,QSO,1.022354,7.646262
1903943801286715392,1691,53260,171,GALAXY,0.1493722,12.83138
1971490375956719616,1751,53377,144,GALAXY,0.1152851,15.2676
2495109431075825664,2216,53795,419,GALAXY,0.06949111,20.96461
12438045935275366400,11047,58424,835,GALAXY,0.1936513,14.20338
1827492006159476736,1623,53089,569,GALAXY,0.1216189,6.722243
1731764123248650240,1538,52937,473,GALAXY,0.1263629,17.14415
6909786921708574720,6137,56270,506,GALAXY,0.174017,20.38869
2953330086260008960,2623,54328,344,STAR,-0.0001249987,43.82977
394155705474508800,350,51691,330,GALAXY,0.2594237,10.16819
12291542879936206848,10917,58252,340,GALAXY,0.1721388,12.10079
522478611681273856,464,51908,222,GALAXY,0.1940549,12.15658
7462578488811476992,6628,56366,414,QSO,2.701929,9.927438
698207790547625984,620,52375,545,GALAXY,0.02873155,15.63384
8529861241518446592,7576,56948,158,STAR,-0.0004781779,12.54179
7586446720990730240,6738,56424,484,QSO,2.199076,7.557963
944689710159128576,839,52373,217,GALAXY,0.1235156,14.18753
2558079010378639360,2272,53713,125,GALAXY,0.1334171,10.77081
1784713854882703360,1585,52962,591,GALAXY,0.08616477,22.4442
2584079162192979968,2295,53734,505,GALAXY,0.05178856,11.25121
8724641669398681600,7749,58073,157,QSO,0.7394984,6.909827
7060786152656361472,6271,56304,974,GALAXY,0.109929,27.37365
2626735539553934336,2333,53682,40,STAR,-8.559341e-05,93.7234
6823121212895680512,6060,56074,610,GALAXY,0.1627138,16.29808
6070863943399921664,5392,56010,42,GALAXY,0.2414596,11.1138
1052759613071452160,935,52643,157,GALAXY,0.108083,7.39576
3875463561430016000,3442,54983,422,STAR,-0.0001996278,8.69408
2510851688873617408,2230,53799,345,GALAXY,0.1248075,12.20396
2480427104567584768,2203,53915,253,GALAXY,0.2958075,8.096173
2124722987012745216,1887,53239,545,STAR,-0.0001423152,11.74157
3133410302968752128,2783,54524,112,GALAXY,0.06401411,17.78271
6092250543115491328,5411,55953,22,GALAXY,0.2498961,17.91872
8609778156533209088,7647,57655,78,STAR,-2.04787e-05,8.359703
745508502071437312,662,52147,592,GALAXY,0.04137681,22.17959
4447329191458002944,3950,55680,89,QSO,0.4151582,5.983218
3834843203635355648,3406,54970,102,STAR,-0.001183742,12.0053
4748107465794803712,4217,55478,682,GALAXY,0.2590445,14.98743
689085962239633408,612,52079,128,GALAXY,0.06971216,27.73435
766864042412238848,681,52199,459,GALAXY,0.07624453,13.40535
2199054922849216512,1953,53358,627,GALAXY,0.2312879,8.669911
3232535949338503168,2871,54536,281,STAR,0.0001804569,25.53066
469648725774460928,417,51821,540,GALAXY,0.0993112,11.26787
3497171633980940288,3106,54738,460,STAR,0.0002377115,28.94371
413352908751398912,367,51997,537,GALAXY,0.1194638,26.94765
6886090796443129856,6116,56245,316,GALAXY,0.1845513,17.07952
1491978776236550144,1325,52762,587,GALAXY,0.03345756,26.50665
2906032665369012224,2581,54085,309,GALAXY,0.1515358,10.29319
4060166125073487872,3606,55182,622,GALAXY,0.3807166,5.099024
